Path specified: /test/u0/
Net 		Stat_Prob	TC	TotSimPeriod
n2612 	 0.116 		 104 	 5000  
n2613 	 0.022 		 22 	 5000  
n2614 	 0.941 		 8 	 5000  
n2615 	 0.935 		 12 	 5000  
n2616 	 0.01 		 10 	 5000  
n2617 	 0.032 		 32 	 5000  
n2618 	 0.941 		 8 	 5000  
n2619 	 0.927 		 22 	 5000  
n2620 	 0.937 		 12 	 5000  
n2621 	 0.024 		 24 	 5000  
n2622 	 0.02 		 20 	 5000  
n2623 	 0.933 		 16 	 5000  
n2624 	 0.196 		 146 	 5000  
n2625 	 0.245 		 179 	 5000  
n2626 	 0.228 		 167 	 5000  
n2627 	 0.289 		 199 	 5000  
n2628 	 0.002 		 2 	 5000  
n2629 	 0.031 		 31 	 5000  
n2630 	 0.947 		 2 	 5000  
n2631 	 0.927 		 22 	 5000  
n2632 	 0.222 		 201 	 5000  
n2633 	 0.254 		 174 	 5000  
n2634 	 0.204 		 162 	 5000  
n2635 	 0.921 		 26 	 5000  
n2636 	 0.024 		 22 	 5000  
n2637 	 0.238 		 192 	 5000  
n2638 	 0.172 		 142 	 5000  
n2639 	 0.242 		 194 	 5000  
n2640 	 0.242 		 188 	 5000  
n2641 	 0.939 		 10 	 5000  
n2642 	 0.927 		 21 	 5000  
n2643 	 0.014 		 12 	 5000  
n2644 	 0.943 		 6 	 5000  
n2645 	 0.278 		 216 	 5000  
n2646 	 0.261 		 186 	 5000  
n2647 	 0.307 		 195 	 5000  
n2648 	 0.19 		 145 	 5000  
n2649 	 0.228 		 186 	 5000  
n2650 	 0.943 		 6 	 5000  
n2651 	 0.2124 		 216 	 5000  
n2652 	 0.964 		 36 	 5000  
n2653 	 0.6076 		 36 	 5000  
n2654 	 0.892 		 1 	 5000  
n2655 	 0.639 		 72 	 5000  
n2656 	 0.486 		 242 	 5000  
n2657 	 0.441 		 0 	 5000  
n2658 	 0.46 		 47 	 5000  
n2659 	 0.471 		 4 	 5000  
n2660 	 0.478 		 0 	 5000  
n2661 	 0.516 		 183 	 5000  
n2662 	 0.453 		 44 	 5000  
n2663 	 0.492 		 44 	 5000  
n2664 	 0.485 		 197 	 5000  
n2665 	 0.457 		 1 	 5000  
n2666 	 0.475 		 75 	 5000  
n2667 	 0.461 		 1 	 5000  
n2668 	 0.441 		 25 	 5000  
n2669 	 0.503 		 254 	 5000  
n2670 	 0.463 		 0 	 5000  
n2671 	 0.486 		 3 	 5000  
n2672 	 0.49 		 7 	 5000  
n2673 	 0.495 		 69 	 5000  
n2674 	 0.47 		 167 	 5000  
n2675 	 0.453 		 190 	 5000  
n2676 	 0.472 		 0 	 5000  
n2677 	 0.458 		 1 	 5000  
n2678 	 0.457 		 29 	 5000  
n2679 	 0.467 		 103 	 5000  
n2680 	 0.463 		 185 	 5000  
n2681 	 0.454 		 255 	 5000  
n2682 	 0.458 		 0 	 5000  
n2683 	 0.46 		 41 	 5000  
n2684 	 0.498 		 5 	 5000  
n2685 	 0.488 		 81 	 5000  
n2686 	 0.463 		 173 	 5000  
n2687 	 0.479 		 224 	 5000  
n2688 	 0.44 		 0 	 5000  
n2689 	 0.484 		 3 	 5000  
n2690 	 0.425 		 0 	 5000  
n2691 	 0.473 		 65 	 5000  
n2692 	 0.505 		 191 	 5000  
n2693 	 0.454 		 32 	 5000  
n2694 	 0.505 		 253 	 5000  
n2695 	 0.45 		 0 	 5000  
n2696 	 0.465 		 3 	 5000  
n2697 	 0.473 		 0 	 5000  
n2698 	 0.493 		 36 	 5000  
n2699 	 0.497 		 191 	 5000  
n2700 	 0.4 		 207 	 5000  
n2701 	 0.518 		 0 	 5000  
n2702 	 0.464 		 11 	 5000  
n2703 	 0.476 		 31 	 5000  
n2704 	 0.446 		 104 	 5000  
n2705 	 0.519 		 185 	 5000  
n2706 	 0.481 		 236 	 5000  
n2707 	 0.464 		 0 	 5000  
n2708 	 0.504 		 13 	 5000  
n2709 	 0.466 		 0 	 5000  
n2710 	 0.47 		 46 	 5000  
n2711 	 0.489 		 200 	 5000  
n2712 	 0.468 		 245 	 5000  
n2713 	 0.482 		 0 	 5000  
n2714 	 0.48 		 29 	 5000  
n2715 	 0.491 		 83 	 5000  
n2716 	 0.426 		 175 	 5000  
n2717 	 0.481 		 245 	 5000  
n2718 	 0.494 		 0 	 5000  
n2719 	 0.471 		 201 	 5000  
n2720 	 0.475 		 0 	 5000  
n2721 	 0.483 		 229 	 5000  
n2722 	 0.501 		 0 	 5000  
n2723 	 0.483 		 115 	 5000  
n2724 	 0.467 		 1 	 5000  
n2725 	 0.454 		 216 	 5000  
n2726 	 0.48 		 284 	 5000  
n2727 	 0.496 		 0 	 5000  
n2728 	 0.472 		 81 	 5000  
n2729 	 0.47 		 3 	 5000  
n2730 	 0.445 		 208 	 5000  
n2731 	 0.481 		 255 	 5000  
n2732 	 0.466 		 0 	 5000  
n2733 	 0.517 		 8 	 5000  
n2734 	 0.458 		 0 	 5000  
n2735 	 0.469 		 0 	 5000  
n2736 	 0.493 		 196 	 5000  
n2737 	 0.481 		 260 	 5000  
n2738 	 0.469 		 0 	 5000  
n2739 	 0.475 		 1 	 5000  
n2740 	 0.459 		 2 	 5000  
n2741 	 0.458 		 149 	 5000  
n2742 	 0.476 		 233 	 5000  
n2743 	 0.452 		 0 	 5000  
n2744 	 0.461 		 148 	 5000  
n2745 	 0.489 		 0 	 5000  
n2746 	 0.469 		 193 	 5000  
n2747 	 0.49 		 254 	 5000  
n2748 	 0.48 		 0 	 5000  
n2749 	 0.501 		 1 	 5000  
n2750 	 0.509 		 0 	 5000  
n2751 	 0.468 		 147 	 5000  
n2752 	 0.501 		 205 	 5000  
n2753 	 0.456 		 259 	 5000  
n2754 	 0.507 		 0 	 5000  
n2755 	 0.474 		 134 	 5000  
n2756 	 0.484 		 206 	 5000  
n2757 	 0.48 		 129 	 5000  
n2758 	 0.481 		 234 	 5000  
n2759 	 0.479 		 0 	 5000  
n2760 	 0.467 		 114 	 5000  
n2761 	 0.446 		 179 	 5000  
n2762 	 0.473 		 171 	 5000  
n2763 	 0.486 		 226 	 5000  
n2764 	 0.442 		 0 	 5000  
n2765 	 0.449 		 83 	 5000  
n2766 	 0.449 		 161 	 5000  
n2767 	 0.486 		 250 	 5000  
n2768 	 0.455 		 0 	 5000  
n2769 	 0.457 		 66 	 5000  
n2770 	 0.463 		 163 	 5000  
n2771 	 0.473 		 219 	 5000  
n2772 	 0.476 		 0 	 5000  
n2773 	 0.501 		 0 	 5000  
n2774 	 0.505 		 146 	 5000  
n2775 	 0.46 		 135 	 5000  
n2776 	 0.478 		 241 	 5000  
n2777 	 0.45 		 0 	 5000  
n2778 	 0.456 		 0 	 5000  
n2779 	 0.501 		 137 	 5000  
n2780 	 0.489 		 230 	 5000  
n2781 	 0.51 		 0 	 5000  
n2782 	 0.475 		 55 	 5000  
n2783 	 0.497 		 162 	 5000  
n2784 	 0.469 		 285 	 5000  
n2785 	 0.478 		 0 	 5000  
n2786 	 0.49 		 1 	 5000  
n2787 	 0.48 		 180 	 5000  
n2788 	 0.497 		 251 	 5000  
n2789 	 0.471 		 0 	 5000  
n2790 	 0.447 		 90 	 5000  
n2791 	 0.432 		 200 	 5000  
n2792 	 0.421 		 185 	 5000  
n2793 	 0.492 		 163 	 5000  
n2794 	 0.484 		 172 	 5000  
n2795 	 0.443 		 197 	 5000  
n2796 	 0.524 		 175 	 5000  
n2797 	 0.486 		 185 	 5000  
n2798 	 0.513 		 207 	 5000  
n2799 	 0.453 		 179 	 5000  
n2800 	 0.449 		 191 	 5000  
n2801 	 0.498 		 175 	 5000  
n2802 	 0.498 		 193 	 5000  
n2803 	 0.463 		 177 	 5000  
n2804 	 0.453 		 189 	 5000  
n2805 	 0.481 		 196 	 5000  
n2806 	 0.502 		 200 	 5000  
n2807 	 0.482 		 186 	 5000  
n2808 	 0.462 		 214 	 5000  
n2809 	 0.512 		 191 	 5000  
n2810 	 0.494 		 183 	 5000  
n2811 	 0.503 		 197 	 5000  
n2812 	 0.487 		 211 	 5000  
n2813 	 0.46 		 196 	 5000  
n2814 	 0.493 		 211 	 5000  
n2815 	 0.455 		 122 	 5000  
n2816 	 0.441 		 36 	 5000  
n2817 	 0.482 		 36 	 5000  
n2818 	 0.427 		 24 	 5000  
n2819 	 0.492 		 74 	 5000  
n2820 	 0.47 		 38 	 5000  
n2821 	 0.49 		 51 	 5000  
n2822 	 0.505 		 214 	 5000  
n2823 	 0.477 		 206 	 5000  
n2824 	 0.488 		 189 	 5000  
n2825 	 0.454 		 222 	 5000  
n2826 	 0.47 		 188 	 5000  
n2827 	 0.444 		 212 	 5000  
n2828 	 0.467 		 202 	 5000  
n2829 	 0.514 		 222 	 5000  
n2830 	 0.491 		 75 	 5000  
n2831 	 0.466 		 22 	 5000  
n2832 	 0.472 		 63 	 5000  
n2833 	 0.469 		 85 	 5000  
n2834 	 0.493 		 57 	 5000  
n2835 	 0.478 		 65 	 5000  
n2836 	 0.506 		 80 	 5000  
n2837 	 0.438 		 71 	 5000  
n2838 	 0.427 		 196 	 5000  
n2839 	 0.464 		 175 	 5000  
n2840 	 0.462 		 206 	 5000  
n2841 	 0.497 		 200 	 5000  
n2842 	 0.481 		 199 	 5000  
n2843 	 0.466 		 196 	 5000  
n2844 	 0.456 		 219 	 5000  
n2845 	 0.48 		 213 	 5000  
n2846 	 0.497 		 121 	 5000  
n2847 	 0.482 		 126 	 5000  
n2848 	 0.47 		 151 	 5000  
n2849 	 0.518 		 121 	 5000  
n2850 	 0.472 		 114 	 5000  
n2851 	 0.439 		 113 	 5000  
n2852 	 0.493 		 119 	 5000  
n2853 	 0.463 		 107 	 5000  
n2854 	 0.488 		 212 	 5000  
n2855 	 0.453 		 213 	 5000  
n2856 	 0.501 		 216 	 5000  
n2857 	 0.512 		 204 	 5000  
n2858 	 0.517 		 178 	 5000  
n2859 	 0.463 		 198 	 5000  
n2860 	 0.475 		 184 	 5000  
n2861 	 0.46 		 189 	 5000  
n2862 	 0.483 		 233 	 5000  
n2863 	 0.47 		 0 	 5000  
n2864 	 0.454 		 2 	 5000  
n2865 	 0.6 		 172 	 5000  
n2866 	 0.867 		 64 	 5000  
n2867 	 0.034 		 34 	 5000  
n2868 	 0.016 		 16 	 5000  
n2869 	 0.108 		 88 	 5000  
n2870 	 0.116 		 110 	 5000  
n2871 	 0.842 		 87 	 5000  
n2872 	 0.006 		 6 	 5000  
n2873 	 0.008 		 8 	 5000  
n2874 	 0.935 		 12 	 5000  
n2875 	 0.939 		 8 	 5000  
n2876 	 0.899 		 46 	 5000  
n2877 	 0.885 		 58 	 5000  
n2878 	 0.867 		 74 	 5000  
n2879 	 0.126 		 118 	 5000  
n2880 	 0.074 		 62 	 5000  
n2881 	 0.887 		 54 	 5000  
n2882 	 0.883 		 55 	 5000  
n2883 	 0.885 		 54 	 5000  
n2884 	 0.216 		 144 	 5000  
n2885 	 0.065 		 65 	 5000  
n2886 	 0.066 		 56 	 5000  
n2887 	 0.036 		 36 	 5000  
n2888 	 0.01 		 10 	 5000  
n2889 	 0.575 		 148 	 5000  
n2890 	 0.885 		 55 	 5000  
n2891 	 0.112 		 96 	 5000  
n2892 	 0.054 		 49 	 5000  
n2893 	 0.052 		 49 	 5000  
n2894 	 0.232 		 156 	 5000  
n2895 	 0.064 		 54 	 5000  
n2896 	 0.076 		 66 	 5000  
n2897 	 0.116 		 95 	 5000  
n2898 	 0.134 		 114 	 5000  
n2899 	 0.853 		 90 	 5000  
n2900 	 0.01 		 10 	 5000  
n2901 	 0.01 		 10 	 5000  
n2902 	 0.939 		 8 	 5000  
n2903 	 0.939 		 8 	 5000  
n2904 	 0.903 		 44 	 5000  
n2905 	 0.881 		 64 	 5000  
n2906 	 0.891 		 48 	 5000  
n2907 	 0.008 		 8 	 5000  
n2908 	 0.022 		 22 	 5000  
n2909 	 0.915 		 32 	 5000  
n2910 	 0.536 		 179 	 5000  
n2911 	 0.897 		 42 	 5000  
n2912 	 0.866 		 67 	 5000  
n2913 	 0.058 		 56 	 5000  
n2914 	 0.222 		 134 	 5000  
n2915 	 0.02 		 18 	 5000  
n2916 	 0.041 		 37 	 5000  
n2917 	 0.859 		 80 	 5000  
n2918 	 0.884 		 57 	 5000  
n2919 	 0.933 		 12 	 5000  
n2920 	 0.15 		 127 	 5000  
n2921 	 0.012 		 12 	 5000  
n2922 	 0.12 		 111 	 5000  
n2923 	 0.127 		 109 	 5000  
n2924 	 0.098 		 86 	 5000  
n2925 	 0.9 		 47 	 5000  
n2926 	 0.885 		 58 	 5000  
n2927 	 0.879 		 60 	 5000  
n2928 	 0.945 		 2 	 5000  
n2929 	 0.451 		 203 	 5000  
n2930 	 0.423 		 196 	 5000  
n2931 	 0.455 		 207 	 5000  
n2932 	 0.451 		 0 	 5000  
n2933 	 0.448 		 0 	 5000  
n2934 	 0.345 		 181 	 5000  
n2935 	 0.016 		 16 	 5000  
n2936 	 0.889 		 40 	 5000  
n2937 	 0.903 		 40 	 5000  
n2938 	 0.101 		 79 	 5000  
n2939 	 0.09 		 81 	 5000  
n2940 	 0.02 		 20 	 5000  
n2941 	 0.887 		 54 	 5000  
n2942 	 0.897 		 46 	 5000  
n2943 	 0.937 		 10 	 5000  
n2944 	 0.006 		 6 	 5000  
n2945 	 0.891 		 52 	 5000  
n2946 	 0.902 		 41 	 5000  
n2947 	 0.048 		 42 	 5000  
n2948 	 0.877 		 64 	 5000  
n2949 	 0.891 		 52 	 5000  
n2950 	 0.901 		 42 	 5000  
n2951 	 0.008 		 8 	 5000  
n2952 	 0.721 		 158 	 5000  
n2953 	 0.901 		 44 	 5000  
n2954 	 0.02 		 20 	 5000  
n2955 	 0.018 		 18 	 5000  
n2956 	 0.929 		 18 	 5000  
n2957 	 0.938 		 9 	 5000  
n2958 	 0.001 		 1 	 5000  
n2959 	 0.002 		 2 	 5000  
n2960 	 0.006 		 6 	 5000  
n2961 	 0.174 		 132 	 5000  
n2962 	 0.903 		 42 	 5000  
n2963 	 0.883 		 56 	 5000  
n2964 	 0.879 		 54 	 5000  
n2965 	 0.004 		 4 	 5000  
n2966 	 0.006 		 6 	 5000  
n2967 	 0.939 		 8 	 5000  
n2968 	 0.947 		 0 	 5000  
n2969 	 0.879 		 58 	 5000  
n2970 	 0.036 		 36 	 5000  
n2971 	 0.014 		 14 	 5000  
n2972 	 0.583 		 214 	 5000  
n2973 	 0.907 		 38 	 5000  
n2974 	 0.012 		 12 	 5000  
n2975 	 0.012 		 12 	 5000  
n2976 	 0.016 		 16 	 5000  
n2977 	 0.889 		 52 	 5000  
n2978 	 0.869 		 76 	 5000  
n2979 	 0.939 		 8 	 5000  
n2980 	 0.907 		 36 	 5000  
n2981 	 0.879 		 66 	 5000  
n2982 	 0.04 		 36 	 5000  
n2983 	 0.216 		 160 	 5000  
n2984 	 0.757 		 160 	 5000  
n2985 	 0.873 		 64 	 5000  
n2986 	 0.899 		 44 	 5000  
n2987 	 0.869 		 76 	 5000  
n2988 	 0.927 		 20 	 5000  
n2989 	 0.881 		 60 	 5000  
n2990 	 0.833 		 100 	 5000  
n2991 	 0.873 		 67 	 5000  
n2992 	 0.947 		 0 	 5000  
n2993 	 0.343 		 156 	 5000  
n2994 	 0.016 		 16 	 5000  
n2995 	 0.871 		 56 	 5000  
n2996 	 0.927 		 18 	 5000  
n2997 	 0.104 		 92 	 5000  
n2998 	 0.128 		 118 	 5000  
n2999 	 0.014 		 14 	 5000  
n3000 	 0.901 		 46 	 5000  
n3001 	 0.879 		 58 	 5000  
n3002 	 0.935 		 12 	 5000  
n3003 	 0.006 		 6 	 5000  
n3004 	 0.891 		 48 	 5000  
n3005 	 0.899 		 44 	 5000  
n3006 	 0.056 		 48 	 5000  
n3007 	 0.889 		 58 	 5000  
n3008 	 0.905 		 38 	 5000  
n3009 	 0.893 		 46 	 5000  
n3010 	 0.01 		 10 	 5000  
n3011 	 0.712 		 142 	 5000  
n3012 	 0.913 		 33 	 5000  
n3013 	 0.01 		 10 	 5000  
n3014 	 0.014 		 14 	 5000  
n3015 	 0.925 		 21 	 5000  
n3016 	 0.929 		 18 	 5000  
n3017 	 0.002 		 2 	 5000  
n3018 	 0.008 		 8 	 5000  
n3019 	 0.008 		 8 	 5000  
n3020 	 0.164 		 94 	 5000  
n3021 	 0.881 		 61 	 5000  
n3022 	 0.897 		 48 	 5000  
n3023 	 0.893 		 50 	 5000  
n3024 	 0.002 		 2 	 5000  
n3025 	 0.0 		 0 	 5000  
n3026 	 0.939 		 8 	 5000  
n3027 	 0.943 		 4 	 5000  
n3028 	 0.873 		 66 	 5000  
n3029 	 0.879 		 62 	 5000  
n3030 	 0.012 		 12 	 5000  
n3031 	 0.016 		 16 	 5000  
n3032 	 0.552 		 174 	 5000  
n3033 	 0.921 		 26 	 5000  
n3034 	 0.102 		 96 	 5000  
n3035 	 0.012 		 12 	 5000  
n3036 	 0.889 		 56 	 5000  
n3037 	 0.895 		 50 	 5000  
n3038 	 0.891 		 52 	 5000  
n3039 	 0.945 		 2 	 5000  
n3040 	 0.871 		 75 	 5000  
n3041 	 0.058 		 52 	 5000  
n3042 	 0.211 		 147 	 5000  
n3043 	 0.943 		 4 	 5000  
n3044 	 0.937 		 10 	 5000  
n3045 	 0.026 		 24 	 5000  
n3046 	 0.01 		 10 	 5000  
n3047 	 0.869 		 70 	 5000  
n3048 	 0.899 		 42 	 5000  
n3049 	 0.937 		 10 	 5000  
n3050 	 0.885 		 58 	 5000  
n3051 	 0.889 		 52 	 5000  
n3052 	 0.937 		 10 	 5000  
n3053 	 0.006 		 6 	 5000  
n3054 	 0.004 		 4 	 5000  
n3055 	 0.002 		 2 	 5000  
n3056 	 0.004 		 4 	 5000  
n3057 	 0.0 		 0 	 5000  
n3058 	 0.004 		 4 	 5000  
n3059 	 0.0 		 0 	 5000  
n3060 	 0.004 		 4 	 5000  
n3061 	 0.0 		 0 	 5000  
n3062 	 0.943 		 4 	 5000  
n3063 	 0.939 		 8 	 5000  
n3064 	 0.461 		 178 	 5000  
n3065 	 0.484 		 201 	 5000  
n3066 	 0.439 		 161 	 5000  
n3067 	 0.485 		 170 	 5000  
n3068 	 0.459 		 209 	 5000  
n3069 	 0.466 		 194 	 5000  
n3070 	 0.474 		 215 	 5000  
n3071 	 0.494 		 201 	 5000  
n3072 	 0.497 		 189 	 5000  
n3073 	 0.467 		 192 	 5000  
n3074 	 0.489 		 257 	 5000  
n3075 	 0.466 		 0 	 5000  
n3076 	 0.472 		 0 	 5000  
n3077 	 0.028 		 28 	 5000  
n3078 	 0.012 		 12 	 5000  
n3079 	 0.596 		 204 	 5000  
n3080 	 0.893 		 48 	 5000  
n3081 	 0.006 		 6 	 5000  
n3082 	 0.008 		 8 	 5000  
n3083 	 0.014 		 12 	 5000  
n3084 	 0.01 		 10 	 5000  
n3085 	 0.931 		 16 	 5000  
n3086 	 0.947 		 0 	 5000  
n3087 	 0.943 		 4 	 5000  
n3088 	 0.947 		 0 	 5000  
n3089 	 0.935 		 12 	 5000  
n3090 	 0.136 		 113 	 5000  
n3091 	 0.006 		 6 	 5000  
n3092 	 0.893 		 50 	 5000  
n3093 	 0.901 		 40 	 5000  
n3094 	 0.905 		 40 	 5000  
n3095 	 0.865 		 72 	 5000  
n3096 	 0.909 		 36 	 5000  
n3097 	 0.917 		 30 	 5000  
n3098 	 0.911 		 36 	 5000  
n3099 	 0.026 		 24 	 5000  
n3100 	 0.259 		 174 	 5000  
n3101 	 0.094 		 84 	 5000  
n3102 	 0.002 		 2 	 5000  
n3103 	 0.004 		 4 	 5000  
n3104 	 0.933 		 14 	 5000  
n3105 	 0.939 		 8 	 5000  
n3106 	 0.002 		 2 	 5000  
n3107 	 0.889 		 58 	 5000  
n3108 	 0.885 		 60 	 5000  
n3109 	 0.042 		 40 	 5000  
n3110 	 0.026 		 20 	 5000  
n3111 	 0.602 		 201 	 5000  
n3112 	 0.897 		 42 	 5000  
n3113 	 0.04 		 38 	 5000  
n3114 	 0.038 		 36 	 5000  
n3115 	 0.236 		 170 	 5000  
n3116 	 0.071 		 61 	 5000  
n3117 	 0.038 		 32 	 5000  
n3118 	 0.825 		 102 	 5000  
n3119 	 0.875 		 68 	 5000  
n3120 	 0.933 		 10 	 5000  
n3121 	 0.134 		 114 	 5000  
n3122 	 0.004 		 4 	 5000  
n3123 	 0.897 		 48 	 5000  
n3124 	 0.004 		 4 	 5000  
n3125 	 0.014 		 14 	 5000  
n3126 	 0.939 		 8 	 5000  
n3127 	 0.931 		 16 	 5000  
n3128 	 0.096 		 92 	 5000  
n3129 	 0.114 		 104 	 5000  
n3130 	 0.038 		 36 	 5000  
n3131 	 0.014 		 12 	 5000  
n3132 	 0.576 		 119 	 5000  
n3133 	 0.887 		 52 	 5000  
n3134 	 0.05 		 46 	 5000  
n3135 	 0.046 		 42 	 5000  
n3136 	 0.239 		 103 	 5000  
n3137 	 0.058 		 49 	 5000  
n3138 	 0.074 		 60 	 5000  
n3139 	 0.835 		 100 	 5000  
n3140 	 0.889 		 52 	 5000  
n3141 	 0.937 		 10 	 5000  
n3142 	 0.124 		 100 	 5000  
n3143 	 0.0 		 0 	 5000  
n3144 	 0.897 		 50 	 5000  
n3145 	 0.883 		 62 	 5000  
n3146 	 0.004 		 4 	 5000  
n3147 	 0.006 		 6 	 5000  
n3148 	 0.939 		 8 	 5000  
n3149 	 0.927 		 20 	 5000  
n3150 	 0.124 		 103 	 5000  
n3151 	 0.136 		 119 	 5000  
n3152 	 0.026 		 26 	 5000  
n3153 	 0.018 		 16 	 5000  
n3154 	 0.636 		 151 	 5000  
n3155 	 0.839 		 92 	 5000  
n3156 	 0.004 		 4 	 5000  
n3157 	 0.046 		 44 	 5000  
n3158 	 0.01 		 10 	 5000  
n3159 	 0.028 		 28 	 5000  
n3160 	 0.933 		 14 	 5000  
n3161 	 0.941 		 6 	 5000  
n3162 	 0.008 		 8 	 5000  
n3163 	 0.004 		 4 	 5000  
n3164 	 0.002 		 2 	 5000  
n3165 	 0.915 		 32 	 5000  
n3166 	 0.909 		 34 	 5000  
n3167 	 0.921 		 26 	 5000  
n3168 	 0.096 		 86 	 5000  
n3169 	 0.14 		 123 	 5000  
n3170 	 0.895 		 48 	 5000  
n3171 	 0.875 		 62 	 5000  
n3172 	 0.907 		 38 	 5000  
n3173 	 0.905 		 40 	 5000  
n3174 	 0.058 		 52 	 5000  
n3175 	 0.016 		 14 	 5000  
n3176 	 0.014 		 14 	 5000  
n3177 	 0.802 		 111 	 5000  
n3178 	 0.911 		 32 	 5000  
n3179 	 0.891 		 54 	 5000  
n3180 	 0.873 		 72 	 5000  
n3181 	 0.905 		 42 	 5000  
n3182 	 0.913 		 32 	 5000  
n3183 	 0.068 		 64 	 5000  
n3184 	 0.036 		 32 	 5000  
n3185 	 0.935 		 12 	 5000  
n3186 	 0.941 		 6 	 5000  
n3187 	 0.924 		 23 	 5000  
n3188 	 0.937 		 10 	 5000  
n3189 	 0.945 		 2 	 5000  
n3190 	 0.005 		 5 	 5000  
n3191 	 0.006 		 6 	 5000  
n3192 	 0.945 		 2 	 5000  
n3193 	 0.0 		 0 	 5000  
n3194 	 0.004 		 4 	 5000  
n3195 	 0.002 		 2 	 5000  
n3196 	 0.008 		 8 	 5000  
n3197 	 0.002 		 2 	 5000  
n3198 	 0.827 		 112 	 5000  
n3199 	 0.885 		 54 	 5000  
n3200 	 0.885 		 61 	 5000  
n3201 	 0.899 		 46 	 5000  
n3202 	 0.937 		 10 	 5000  
n3203 	 0.0 		 0 	 5000  
n3204 	 0.006 		 6 	 5000  
n3205 	 0.943 		 4 	 5000  
n3206 	 0.941 		 6 	 5000  
n3207 	 0.889 		 52 	 5000  
n3208 	 0.815 		 108 	 5000  
n3209 	 0.897 		 46 	 5000  
n3210 	 0.008 		 8 	 5000  
n3211 	 0.008 		 8 	 5000  
n3212 	 0.943 		 4 	 5000  
n3213 	 0.941 		 6 	 5000  
n3214 	 0.889 		 49 	 5000  
n3215 	 0.454 		 192 	 5000  
n3216 	 0.463 		 190 	 5000  
n3217 	 0.457 		 216 	 5000  
n3218 	 0.47 		 218 	 5000  
n3219 	 0.478 		 193 	 5000  
n3220 	 0.471 		 174 	 5000  
n3221 	 0.443 		 174 	 5000  
n3222 	 0.509 		 132 	 5000  
n3223 	 0.494 		 144 	 5000  
n3224 	 0.493 		 183 	 5000  
n3225 	 0.462 		 253 	 5000  
n3226 	 0.506 		 0 	 5000  
n3227 	 0.497 		 54 	 5000  
n3228 	 0.456 		 2 	 5000  
n3229 	 0.463 		 1 	 5000  
n3230 	 0.767 		 112 	 5000  
n3231 	 0.921 		 26 	 5000  
n3232 	 0.245 		 91 	 5000  
n3233 	 0.024 		 22 	 5000  
n3234 	 0.108 		 94 	 5000  
n3235 	 0.877 		 62 	 5000  
n3236 	 0.879 		 56 	 5000  
n3237 	 0.704 		 95 	 5000  
n3238 	 0.024 		 22 	 5000  
n3239 	 0.018 		 18 	 5000  
n3240 	 0.774 		 105 	 5000  
n3241 	 0.923 		 24 	 5000  
n3242 	 0.016 		 16 	 5000  
n3243 	 0.889 		 56 	 5000  
n3244 	 0.877 		 70 	 5000  
n3245 	 0.888 		 57 	 5000  
n3246 	 0.062 		 56 	 5000  
n3247 	 0.052 		 52 	 5000  
n3248 	 0.056 		 54 	 5000  
n3249 	 0.811 		 118 	 5000  
n3250 	 0.823 		 108 	 5000  
n3251 	 0.941 		 6 	 5000  
n3252 	 0.0 		 0 	 5000  
n3253 	 0.002 		 2 	 5000  
n3254 	 0.004 		 4 	 5000  
n3255 	 0.008 		 8 	 5000  
n3256 	 0.004 		 4 	 5000  
n3257 	 0.943 		 4 	 5000  
n3258 	 0.939 		 8 	 5000  
n3259 	 0.943 		 4 	 5000  
n3260 	 0.004 		 4 	 5000  
n3261 	 0.0 		 0 	 5000  
n3262 	 0.943 		 4 	 5000  
n3263 	 0.933 		 14 	 5000  
n3264 	 0.006 		 6 	 5000  
n3265 	 0.002 		 2 	 5000  
n3266 	 0.897 		 47 	 5000  
n3267 	 0.894 		 51 	 5000  
n3268 	 0.126 		 114 	 5000  
n3269 	 0.889 		 48 	 5000  
n3270 	 0.881 		 54 	 5000  
n3271 	 0.014 		 12 	 5000  
n3272 	 0.042 		 40 	 5000  
n3273 	 0.783 		 139 	 5000  
n3274 	 0.929 		 18 	 5000  
n3275 	 0.244 		 172 	 5000  
n3276 	 0.016 		 16 	 5000  
n3277 	 0.124 		 106 	 5000  
n3278 	 0.887 		 54 	 5000  
n3279 	 0.893 		 54 	 5000  
n3280 	 0.709 		 172 	 5000  
n3281 	 0.024 		 24 	 5000  
n3282 	 0.022 		 22 	 5000  
n3283 	 0.781 		 124 	 5000  
n3284 	 0.923 		 24 	 5000  
n3285 	 0.008 		 8 	 5000  
n3286 	 0.895 		 50 	 5000  
n3287 	 0.877 		 68 	 5000  
n3288 	 0.907 		 38 	 5000  
n3289 	 0.058 		 52 	 5000  
n3290 	 0.068 		 66 	 5000  
n3291 	 0.05 		 48 	 5000  
n3292 	 0.841 		 94 	 5000  
n3293 	 0.837 		 94 	 5000  
n3294 	 0.941 		 6 	 5000  
n3295 	 0.002 		 2 	 5000  
n3296 	 0.004 		 4 	 5000  
n3297 	 0.0 		 0 	 5000  
n3298 	 0.006 		 6 	 5000  
n3299 	 0.002 		 2 	 5000  
n3300 	 0.935 		 12 	 5000  
n3301 	 0.943 		 4 	 5000  
n3302 	 0.947 		 0 	 5000  
n3303 	 0.002 		 2 	 5000  
n3304 	 0.002 		 2 	 5000  
n3305 	 0.941 		 6 	 5000  
n3306 	 0.939 		 8 	 5000  
n3307 	 0.0 		 0 	 5000  
n3308 	 0.004 		 4 	 5000  
n3309 	 0.875 		 62 	 5000  
